CAT,Christina,M,20160124-162734
DOG,Larry,M,20150812-060851
CAT,Wanda,M,20150614-150336
DOG,Howard,F,20150728-154255
CAT,Kathy,F,20151102-142934
CAT,Jack,F,20160129-231205
DOG,Joan,M,20151202-023538
DOG,Evelyn,F,20151220-034403
DOG,Ryan,M,20150707-023459
DOG,Willie,F,20151220-022258
DOG,Stephen,M,20151101-183356
DOG,Maria,M,20160403-060609
DOG,Joe,M,20150817-024023
CAT,Tina,M,20160504-111628
DOG,Amanda,M,20151028-144606
CAT,Martin,F,20160421-055823
DOG,Nicole,M,20150910-130741
DOG,Phyllis,M,20150923-030849
CAT,Janice,F,20160303-184056
CAT,Irene,M,20151110-003408
DOG,Kathryn,F,20151122-002120
DOG,John,F,20160414-154004
DOG,Matthew,M,20151226-154207
CAT,Robert,F,20160607-075335
DOG,William,F,20151221-062337
DOG,Jeffrey,M,20151224-183820
DOG,Kevin,F,20150919-012934
CAT,Robert,M,20150807-053856
CAT,Bobby,F,20160221-060452
DOG,Maria,F,20151101-215040
DOG,Alice,F,20151019-112238
DOG,Michelle,F,20151206-043142
CAT,Melissa,M,20160107-031747
DOG,Cynthia,M,20160428-090815
DOG,Juan,F,20150906-061450
CAT,Henry,F,20151007-160749
CAT,Kevin,F,20150706-052324
CAT,Russell,F,20160309-005244
DOG,Debra,F,20150922-205344
DOG,Sarah,M,20150713-182210
CAT,Dennis,M,20160225-204929
CAT,Lawrence,M,20151215-163146
CAT,Kevin,F,20160205-052718
CAT,Gloria,M,20151020-205724
CAT,Rebecca,M,20160305-122553
CAT,Dennis,F,20151113-190427
CAT,Lisa,M,20160315-120153
DOG,Barbara,M,20160211-105753
DOG,Beverly,M,20150924-024329
DOG,Joyce,F,20150625-025531
CAT,Kathy,F,20151226-135630
CAT,Raymond,F,20160403-135022
DOG,Daniel,M,20151004-211303
CAT,Alice,M,20151025-041013
CAT,Jeffrey,M,20150915-021210
CAT,Jennifer,F,20150807-213012
CAT,Brian,F,20160312-173546
CAT,Christopher,F,20150613-005532
DOG,Marie,F,20160504-165351
CAT,Gerald,M,20151118-003309
CAT,Irene,M,20160303-082502
DOG,Judy,F,20151224-192931
CAT,Dorothy,M,20150927-013317
DOG,Stephanie,M,20160128-053755
CAT,Margaret,F,20150612-204755
CAT,Nicole,M,20151110-082859
DOG,Albert,M,20150916-173125
DOG,Denise,F,20150709-160236
DOG,Judith,F,20151231-224106
CAT,Janet,F,20151111-151441
DOG,Sean,F,20160516-015608
DOG,Ruby,F,20150702-005245
CAT,Annie,M,20150723-222049
DOG,Mark,F,20151204-103004
CAT,Virginia,M,20151023-050314
CAT,Daniel,F,20160113-072856
DOG,Harry,M,20151001-174611
CAT,Alice,F,20160210-050253
CAT,Willie,F,20151025-081437
DOG,Andrea,M,20160310-054503
DOG,Johnny,M,20151204-072102
DOG,Barbara,F,20160501-222408
CAT,Billy,M,20160519-070027
DOG,Randy,F,20160409-080337
DOG,Ashley,M,20160426-145800
DOG,Joshua,M,20160318-110414
DOG,Steven,M,20160123-011917
DOG,Stephen,F,20160520-011912
DOG,Jean,F,20150911-084953
CAT,Louise,F,20150622-031500
DOG,Jason,F,20151109-232745
DOG,Gregory,M,20150804-173752
DOG,Steven,F,20160520-223242
DOG,Jennifer,F,20150927-002520
DOG,Joan,M,20160331-012725
CAT,Melissa,F,20160401-014636
DOG,Eric,M,20150615-134237
CAT,Aaron,F,20160303-214735
CAT,Adam,M,20151216-060152
CAT,Alan,F,20151116-045722
CAT,Timothy,F,20151117-171333
CAT,Christina,F,20160109-141034
DOG,Johnny,M,20160311-082511
CAT,Antonio,F,20160212-013024
DOG,Linda,M,20150616-165732
CAT,Jerry,M,20151009-023656
CAT,Melissa,M,20151123-173633
CAT,Kenneth,M,20160223-075615
CAT,Jessica,M,20160228-042837
CAT,Katherine,M,20160425-041439
CAT,Susan,F,20151217-045448
DOG,Jacqueline,M,20160207-015004
CAT,Michael,F,20150920-131226
CAT,Phillip,F,20160208-093427
CAT,Timothy,M,20150721-065529
DOG,Alan,M,20151215-193559
DOG,David,M,20160305-143624
CAT,Frances,M,20151120-090500
DOG,Annie,F,20151106-155532
DOG,Harry,M,20151020-213433
DOG,Carol,F,20160228-034047
CAT,William,F,20151004-041659
CAT,Russell,M,20160326-012302
CAT,Lillian,M,20160317-093056
CAT,Christopher,F,20160312-011859
DOG,Paul,F,20160105-174128
CAT,Stephanie,F,20150929-225002
CAT,William,M,20150729-155334
CAT,Gerald,M,20150806-130933
DOG,Chris,M,20160510-213218
CAT,Margaret,F,20150831-142020
CAT,Jean,M,20160412-132404
CAT,Dennis,F,20160325-053329
DOG,Virginia,M,20150923-003031
DOG,Kenneth,M,20160324-131700
CAT,Jimmy,F,20150624-125107
DOG,Marie,M,20150817-143636
DOG,Phillip,M,20150615-163937
CAT,Harold,M,20151110-235750
DOG,Jacqueline,M,20160124-232452
CAT,Andrea,F,20150907-021915
DOG,Jose,F,20150808-071021
DOG,Patrick,F,20150612-153606
DOG,Antonio,M,20150828-012520
CAT,Ruth,F,20160212-125444
CAT,Lori,M,20160404-144424
CAT,Earl,M,20160321-023157
DOG,Anthony,F,20150911-040146
CAT,Lori,F,20151106-002820
DOG,Nancy,M,20150822-113520
DOG,Fred,F,20151102-135635
CAT,Jennifer,M,20151012-145745
CAT,Kathy,M,20160301-125355
DOG,Albert,F,20160428-160802
DOG,Gerald,M,20150617-132732
DOG,Marilyn,F,20160508-151503
DOG,Kathleen,M,20160519-065442
DOG,Jeffrey,M,20150912-195341
CAT,Billy,F,20160212-141400
DOG,Lawrence,F,20150925-164011
CAT,Dennis,M,20150808-160730
DOG,Kelly,F,20150905-205656
CAT,Randy,F,20151215-050902
CAT,Gloria,M,20151015-031835
DOG,Thomas,F,20150710-054831
DOG,Keith,M,20150916-153641
DOG,Sandra,F,20160219-135408
CAT,Kathryn,F,20160419-211709
DOG,Justin,M,20160305-010506
CAT,Thomas,M,20160504-125433
DOG,Nicole,F,20150618-223307
DOG,Larry,M,20150610-054529
CAT,Anne,M,20151106-114433
CAT,Jennifer,M,20150713-163906
CAT,Lois,F,20151227-105040
DOG,Roger,M,20150623-084455
CAT,Jean,M,20150802-171240
CAT,Kathryn,F,20150629-152046
CAT,Matthew,M,20160311-063849
DOG,Emily,F,20151109-084551
CAT,Katherine,F,20150718-133722
CAT,Jeffrey,F,20151022-232552
DOG,John,F,20160522-100006
CAT,Craig,M,20150913-180259
CAT,Wanda,F,20151011-184818
DOG,Karen,M,20160115-184151
CAT,Amy,F,20151216-081708
DOG,Lawrence,F,20160227-045736
CAT,Harold,F,20151117-025856
DOG,Howard,M,20150808-010136
DOG,Dorothy,F,20150623-044259
CAT,Rose,M,20150917-194321
DOG,Catherine,F,20150619-223526
DOG,Cheryl,M,20160111-132538
DOG,Emily,F,20160401-121328
DOG,Gary,M,20151231-142218
DOG,Theresa,F,20151226-172022
CAT,Kathryn,F,20160124-131359
DOG,Christina,M,20150612-135316
DOG,Amanda,M,20160509-062959
DOG,Nicole,M,20151218-115042
DOG,Jack,F,20160512-141814
CAT,Chris,M,20160206-184504
